testing/IMG_1218.JPG,0,0.332659704,0.334415857,0.332924439,0.667340296,-0.334415857,0
testing/IMG_1218.JPG,1,0.332549727,0.335145684,0.332304589,0.667450273,-0.335145684,0
testing/IMG_1219.JPG,0,0.331925745,0.335217474,0.332856781,0.668074255,-0.335217474,0
testing/IMG_1219.JPG,1,0.331928891,0.336294755,0.331776354,0.668071109,-0.336294755,0
testing/IMG_1220.JPG,0,0.330117997,0.337353957,0.332528046,0.669882003,-0.337353957,0
testing/IMG_1220.JPG,1,0.329396932,0.338421034,0.332182033,0.670603068,-0.338421034,0
testing/IMG_1221.JPG,0,0.327492388,0.340943915,0.331563697,0.672507612,-0.340943915,0
testing/IMG_1221.JPG,1,0.322531242,0.342803096,0.334665662,0.677468758,-0.342803096,0
testing/IMG_1222.JPG,0,0.324095893,0.346923638,0.328980469,0.675904107,-0.346923638,0
testing/IMG_1222.JPG,1,0.315045047,0.352466114,0.332488839,0.684954953,-0.352466114,0
testing/IMG_1223.JPG,0,0.307463322,0.366094749,0.326441929,0.692536678,-0.366094749,0
testing/IMG_1223.JPG,1,0.369645808,0.315921902,0.31443229,0.630354192,-0.315921902,0
testing/IMG_1226.JPG,0,0.332669667,0.334028591,0.333301742,0.667330333,-0.334028591,0
testing/IMG_1226.JPG,1,0.332416531,0.334769816,0.332813653,0.667583469,-0.334769816,0
testing/IMG_1227.JPG,0,0.332471635,0.334720712,0.332807652,0.667528365,-0.334720712,0
testing/IMG_1227.JPG,1,0.332498345,0.334712283,0.332789372,0.667501655,-0.334712283,0
testing/IMG_1228.JPG,0,0.331681315,0.335573918,0.332744767,0.668318685,-0.335573918,0
testing/IMG_1228.JPG,1,0.331402457,0.336678714,0.331918829,0.668597543,-0.336678714,0
testing/IMG_1229.JPG,0,0.330718162,0.337762577,0.331519261,0.669281838,-0.337762577,0
testing/IMG_1229.JPG,1,0.322823471,0.342136008,0.33504052,0.677176529,-0.342136008,0
testing/IMG_1241.JPG,0,0.33254727,0.333935363,0.333517366,0.66745273,-0.333935363,0
testing/IMG_1241.JPG,1,0.329609588,0.336527703,0.333862709,0.670390412,-0.336527703,0